graph-set-id,exonym,endonym,scriptsource,wikipedia,omniglot,endangeredalphabets,unicodeproposal
*Brus-998,Drusha ∞ Brusha ∞ Bru-sha ∞ Bru-zha ∞ Bru-tsha,བྲུ་ཤ ∞ བྲུ་ཞ ∞ བྲུ་ཚ ∞ Bru sha ∞ Bru zha,,https://en.wikipedia.org/wiki/Marchen_script#Script,,,https://www.unicode.org/L2/L2017/17183-brusha.pdf
*Arai-124,Early Aramaic,𐡀𐡓𐡌𐡉𐡀 ∞ 𐡊𐡋𐡁𐡓,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Armi,https://en.wikipedia.org/wiki/Aramaic_alphabet,https://omniglot.com/writing/aramaic.htm,,
Cyrs-221,Early Cyrillic ∞ Cyrillic (Old Church Slavonic variant) ∞ cyrillique (variante slavonne) ∞ classical Cyrillic ∞ paleo-Cyrillic,Словѣньска азъбоукꙑ ∞ Ustav ∞ Poluustav,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Cyrs,https://en.wikipedia.org/wiki/Early_Cyrillic_alphabet,https://www.omniglot.com/writing/ocslavonic.htm,,https://www.unicode.org/notes/tn41/tn41-1.pdf
*Eebe-451,Eebee Hmong ∞ Sayaboury script ∞ Ntawv Puaj Txwm,Eebee Hmong ∞ Puaj Txwm,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Qa84,https://en.wikipedia.org/wiki/Hmong_writing#Sayaboury_script,,https://www.endangeredalphabets.net/sayaboury-hmong/,https://unicode.org/wg2/docs/n4668-eebee-hmong.pdf
Egyh-060,Egyptian hieratic ∞ hiératique égyptien ∞ ἱερατικά ∞ Kemetic,Hieratic ∞ sš,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Egyh,https://en.wikipedia.org/wiki/Hieratic,https://www.omniglot.com/writing/egyptian_hieratic.htm,,https://www.unicode.org/L2/L2023/23181-n5240-hieroglyphs.pdf
*Evel-342,Evēla akuru,Evēla akuru,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Diak,https://en.wikipedia.org/wiki/Maldivian_writing_systems#Ancient_scripts_(Ev%C4%93la_Akuru),https://omniglot.com/writing/dhivesakuru.htm,,https://www.unicode.org/L2/L2018/18016r-dives-akuru.pdf
*Gupt-300,Gupta Brahmi ∞ Late Brahmi,Gupta,,https://en.wikipedia.org/wiki/Gupta_script,https://www.omniglot.com/writing/gupta.htm,,
*Hija-160,Hijazi (Arabic),خَطّ ٱَلحِجَازِيّ,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Arab,https://en.wikipedia.org/wiki/Hijazi_script,,,
*Ibal-373,Ibalnan,Ibalnan,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Tagb,https://en.wikipedia.org/wiki/Tagbanwa_script#Ibalnan,https://omniglot.com/writing/palawano.htm#ibalnan.htm,,
*Jawi-160,Jawi,جاوي ∞ Jawoë ∞ Yawi,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Arab,https://en.wikipedia.org/wiki/Jawi_script,,,
*Jurs-510,Jurchen ∞ jurchen ∞ Jurchen small,女真文 ∞ dʒuçiɛn bitxə,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Jurc,https://en.wikipedia.org/wiki/Jurchen_script,https://omniglot.com/writing/jurchen.htm,,https://www.unicode.org/L2/L2024/24139-n5261r-jurchen-ideographs.pdf
*Kara-327,Karani ∞ Chata ∞ Oriya ∞ oriyâ,କରଣୀ ଅକ୍ଷର ∞ ଛଟା ଅକ୍ଷର ∞ ଓଡ଼ିଆ ଅକ୍ଷର ∞ ସବମନ ∞ Odia,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Orya,https://en.wikipedia.org/wiki/Karani_script,,https://www.endangeredalphabets.net/karani/,
*Kshr-319,Kashmiri Brahmi ∞ Late Gupta ∞ Proto Śāradā ∞ Proto-Śāradā,Kashmiri Brahmi,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Shrd,,,,
*Khai-355,Khom Thai ∞ âksâr khâm,អក្សរខម ∞ อักษรขอม ∞ akson khom,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Khmr,https://en.wikipedia.org/wiki/Khom_Thai_script,,,
*Khot-998,Khotanese,Khotanese,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Qa40,,,,https://www.unicode.org/L2/L2015/15022-khotanese.pdf
*Kufi-160,Kufic (Arabic) ∞ Kufi Rasm,الْخط ∞ al-Kūfī,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Arab,https://en.wikipedia.org/wiki/Kufic,,,
*Lant-303,Lantsa,Lantsa ∞ Lantsha ∞ Landza ∞ Lanydza ∞ Landzya,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Ranj,https://en.wikipedia.org/wiki/Ranjana_script,https://www.omniglot.com/writing/ranjana.htm,,https://www.unicode.org/L2/L2023/23028-ranjana.pdf
Latf-217,Latin (Fraktur) ∞ latin (brisée),𝔉𝔯𝔞𝔨𝔱𝔲𝔯,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Latf,https://en.wikipedia.org/wiki/Fraktur,https://omniglot.com/writing/fraktur.htm,,https://mufi.info/mufi/pdfs/MUFI%20v4.0%20alpha.pdf
Latg-216,Latin (Gaelic) ∞ latin (gaélique) ∞ Irish type ∞ Irish Uncial ∞ Gaelic type,An Cló Ᵹaelach ∞ An Cló Gaelach,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Latg,https://en.wikipedia.org/wiki/Gaelic_type,https://www.omniglot.com/writing/clogaelach.htm,,https://www.unicode.org/L2/L2006/06266-n3122-insular.pdf
*Obam-435,Lewa ∞ Old Bamum ∞ bamoum ∞ Bamum Ideogram,ꚠꚡꚢꚣ ∞ ꚢ𖠤ꚴ𖠏 ∞ Lewa ∞ mbima,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Bamu,https://en.wikipedia.org/wiki/Bamum_script,https://omniglot.com/writing/bamumsyllabary.htm,,https://www.unicode.org/L2/L2009/09102-n3597-bamum-ext.pdf
*Mash-160,Mashq (Arabic),مَشَقَ,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Arab,https://en.wikipedia.org/wiki/Mashq,,,
*Muha-160,Muhaqqaq (Arabic),محقَّق ∞ muḥaqqaq,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Arab,https://en.wikipedia.org/wiki/Muhaqqaq,,,
Aran-161,Nastaliq (Arabic),نستعلیق,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Aran,https://en.wikipedia.org/wiki/Nastaliq,https://www.omniglot.com/writing/urdu.htm,,
*Oman-337,Old Manipuri ∞ Meithei Mayek,ꯃꯤꯇꯩꯂꯣꯟ ∞ ꯃꯑꯏꯕ ∞ Kanglei ∞ Kok Sam Lai,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Mtei,https://en.wikipedia.org/wiki/Meitei_script,https://omniglot.com/writing/oldmanipuri.htm,,
*Hebp-125,Paleo-Hebrew ∞ Palaeo-Hebrew ∞ Proto-Hebrew ∞ Old Hebrew,הכתב העברי הקדום,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Hebr,https://en.wikipedia.org/wiki/Paleo-Hebrew_alphabet,https://omniglot.com/writing/paleohebrew.htm,,
*Pego-160,Pegon,اَكسارا ڤَيڮَون ∞ اَبجَد ڤَيڮَون ∞ أبجاْد ڤَيگو ∞ Aksara Resmi ∞ Aksara Serang,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Arab,https://en.wikipedia.org/wiki/Pegon_script,,,
*Phas-331,Phags-pa Seal ∞ Phags-pa ∞ 'phags pa ∞ ḥP'ags-pa ∞ hor gsar yig,Phags-pa Seal ∞ ꡏꡡꡃ ꡢꡡꡙ ꡁꡦ ꡙꡦ ∞ ꡏꡡꡃꡣꡡꡙꡐꡜꡞ ∞ ꡛꡘꡧꡠ ∞ dörbelǰin üsüg,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Phag,https://en.wikipedia.org/wiki/%CA%BCPhags-pa_script,https://omniglot.com/writing/phagspa.htm,,
*Phat-331,Phags-pa Tibetan ∞ Phags-pa ∞ 'phags pa ∞ ḥP'ags-pa ∞ hor gsar yig,Phags-pa Tibetan ∞ ꡏꡡꡃ ꡢꡡꡙ ꡁꡦ ꡙꡦ ∞ ꡏꡡꡃꡣꡡꡙꡐꡜꡞ ∞ ꡛꡘꡧꡠ ∞ dörbelǰin üsüg,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Phag,https://en.wikipedia.org/wiki/%CA%BCPhags-pa_script,https://omniglot.com/writing/phagspa.htm,,
*Punc-998,Pungchen ∞ sPungs-chen ∞ Greater Pung,སྤུངས་ཆེན་ ∞ sPungs chen,,https://en.wikipedia.org/wiki/Marchen_script#Script,,,https://www.unicode.org/L2/L2017/17181-pungchen.pdf
*Rayh-160,Rayhani (Arabic) ∞ Reyhan ∞ Rayḥānī,ریحان,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Arab,https://en.wikipedia.org/wiki/Rayhani_script,,,
*Reqa-160,Reqa (Arabic) ∞ Riqa ∞ Reqāʿ ∞ Ruqʿah ∞ Riqʿah,رُقعة ∞ رِقَاع,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Arab,https://en.wikipedia.org/wiki/Reqa%27,,,https://www.unicode.org/L2/L2024/24077-twenty-five-honorifics.pdf
*Sumb-367,Satera Jontal ∞ Skrip Satera Jontal,Sumbawa ∞ Samawa-Sumbawa,,https://en.wikipedia.org/wiki/Sumbawa_language,https://www.omniglot.com/writing/sumbawa.htm,,https://www.unicode.org/L2/L2016/16096-sumbawa.pdf
*Sorb-160,Sorabe,سُرَبِ,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Arab,https://en.wikipedia.org/wiki/Sorabe_alphabet,,,
Syrn-136,Syriac (Eastern) ∞ syriaque ∞ Eastern ∞ orientale,ܟܠܒܪ ∞ Maḏnḥāyā,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Syrn,https://en.wikipedia.org/wiki/Syriac_alphabet#Eastern_variant,https://www.omniglot.com/writing/syriac.htm,,https://www.unicode.org/L2/L1998/98050-syriac-proposal.pdf
Syre-138,Syriac (Estrangelo) ∞ syriaque ∞ Estrangelo ∞ estranghélo,ܟܠܒܪ ∞ ʾEsṭrangēlā,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Syre,https://en.wikipedia.org/wiki/Syriac_alphabet#Estrangelo_variant,https://www.omniglot.com/writing/syriac.htm,,https://www.unicode.org/L2/L1998/98050-syriac-proposal.pdf
Syrj-137,Syriac (Western) ∞ syriaque ∞ Western ∞ occidentale,ܟܠܒܪ ∞ Serṭā,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Syrj,https://en.wikipedia.org/wiki/Syriac_alphabet#Western_variant,https://www.omniglot.com/writing/syriac.htm,,https://www.unicode.org/L2/L1998/98050-syriac-proposal.pdf
*Taid-359,Tai Don ∞ Tai Khao,Jinping Dai,,https://en.wikipedia.org/wiki/Tai_D%C3%B3n_language,https://www.omniglot.com/writing/taidon.htm,,https://www.unicode.org/L2/L2023/23023-add-tai-viet.pdf
*Thul-160,Thuluth (Arabic),ثُلُث ∞ Ṯuluṯ ∞ Sols ∞ Sülüs ∞ Tawqi,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Arab,https://en.wikipedia.org/wiki/Thuluth,,,
*Tifg-120,Tifinagh ∞ tifinagh ∞ berbère ∞ Berber,ⵜⴰⵎⴰⵣⵉⵖⵜ ∞ ⴰⵔⴷⵜ ∞ Tuareg,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Tfng,https://en.wikipedia.org/wiki/Tifinagh#Neo-Tifinagh,https://www.omniglot.com/writing/tifinagh.htm,,https://www.unicode.org/L2/L2004/04142r-n2739r-tifinagh.pdf
*Toch-998,Tocharian,Tocharian,,https://en.wikipedia.org/wiki/Tocharian_script,https://omniglot.com/writing/tocharian.htm,,https://unicode.org/L2/L2015/15023-tocharian.pdf
*Yiit-460,Traditional Yi ∞ yi,ꆈꌠꁱꂷ ∞ ꊿꂷꃅꄿ ∞ nuosu bburma,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Yiii,https://en.wikipedia.org/wiki/Yi_script#Classical_Yi,https://www.omniglot.com/writing/yi.htm,,https://unicode.org/L2/L2004/04293-a015.pdf
*Bets-040,Ugaritic (Beth-Shemesh) ∞ ougaritique ∞ Beth-Shemesh,𐎜𐎗𐎟𐎝,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Ugar,https://en.wikipedia.org/wiki/Ugaritic_alphabet#cite_note-15,,,
*Unif-998,Unifon,Unifon,,https://en.wikipedia.org/wiki/Unifon,https://www.omniglot.com/conscripts/unifon.htm,,https://www.unicode.org/L2/L2014/14070-n4549-unifon.pdf
*Vagi-998,Vagindra ∞ Wagindara ∞ vagindryn üzeglel ∞ вагиндрын үзэглэл,Vagindra ∞ Vaghintara,,https://en.wikipedia.org/wiki/Vagindra_script,,,https://www.unicode.org/L2/L2024/24242-wagindara.pdf
*Vart-303,Vartu,Vartula ∞ Varula ∞ Wartu,https://www.scriptsource.org/cms/scripts/page.php?item_id=script_detail&key=Ranj,,,,https://www.unicode.org/L2/L2023/23028-ranjana.pdf
graph-set-id,exonym,endonym,scriptsource,wikipedia,omniglot,endangeredalphabets,unicodeproposal
